state,confirmed,deaths,incidenceRate,fatalityRate
Alabama,7244,113,12966.04557,1.559911651
Alabama,21945,314,9830.491771,1.430849852
Alabama,2344,60,9495.260472,2.559726962
Alabama,2686,64,11994.28418,2.382725242
Alabama,6967,139,12048.21361,1.995119851
Alabama,1247,42,12345.31235,3.3680834
Alabama,2255,71,11595.02262,3.148558758
Alabama,14761,330,12993.26614,2.235620893
Alabama,3733,124,11225.71721,3.321725154
Alabama,1874,45,7153.763933,2.401280683
Alabama,4478,116,10079.22931,2.590442162
Alabama,620,25,4924.934467,4.032258065
Alabama,3532,61,14952.16324,1.727066818
Alabama,1602,59,12104.26898,3.68289638
Alabama,1540,44,10328.6385,2.857142857
Alabama,5651,128,10796.30125,2.265085826
Alabama,6419,140,11619.9924,2.181025082
Alabama,1138,30,9430.678711,2.636203866
Alabama,1122,29,10522.36706,2.584670232
Alabama,4286,123,11568.46339,2.869808679
Alabama,1573,57,11421.72524,3.623649078
Alabama,9986,201,11921.01996,2.012817945
Alabama,4933,117,10032.13211,2.371781877
Alabama,3611,158,9708.033122,4.375519247
Alabama,9001,190,12586.52273,2.110876569
Alabama,10305,214,12689.48023,2.076661815
Alabama,4027,80,10992.82068,1.986590514
Alabama,14218,365,13902.68706,2.567168378
Alabama,2198,63,13483.00822,2.866242038
Alabama,4322,81,13781.00886,1.874132346
Alabama,2590,82,9858.779643,3.166023166
Alabama,937,34,11552.21304,3.628601921
Alabama,2272,78,15507.47389,3.433098592
Alabama,1951,44,11339.72682,2.255253716
Alabama,10810,289,10209.47848,2.673450509
Alabama,7007,113,13572.61845,1.612673041
Alabama,81151,1571,12322.24825,1.935897278
Alabama,1472,37,10662.80333,2.513586957
Alabama,9632,250,10387.25749,2.59551495
Alabama,3135,100,9521.929292,3.189792663
Alabama,16317,176,9916.617034,1.07862965
Alabama,10197,157,10308.85103,1.53966853
Alabama,1421,54,14610.32285,3.800140746
Alabama,1632,51,9032.543724,3.125
Alabama,35779,526,9594.565966,1.470136113
Alabama,2504,66,13274.66469,2.635782748
Alabama,3269,106,11003.39964,3.242581829
Alabama,12476,230,12891.89245,1.843539596
Alabama,42241,835,10222.64708,1.976752444
Alabama,1815,41,8754.160035,2.258953168
Alabama,25101,615,11082.80424,2.45010159
Alabama,14656,287,12246.09163,1.958242358
Alabama,0,0,,
Alabama,1086,26,12170.79458,2.394106814
Alabama,2370,62,11891.62067,2.616033755
Alabama,3148,78,9506.55312,2.477763659
Alabama,1876,44,8256.315465,2.345415778
Alabama,4552,41,7853.556702,0.900702988
Alabama,25674,255,11793.18518,0.993222716
Alabama,10186,251,11379.47985,2.464166503
Alabama,1061,32,8537.861109,3.01602262
Alabama,8474,184,10595.41374,2.171347652
Alabama,4145,155,10268.28845,3.739445115
Alabama,26216,461,12522.27078,1.758468111
Alabama,0,0,,
Alabama,7353,281,11575.69938,3.821569427
Alabama,1705,39,10443.46441,2.287390029
Alabama,1268,30,12224.04319,2.365930599
Alabama,2837,72,12006.43277,2.53789214
Alaska,369,3,11057.83638,0.81300813
Alaska,727,1,12903.79837,0.137551582
Alaska,31091,180,10795.48611,0.578945676
Alaska,3914,22,21287.93647,0.562084824
Alaska,0,0,0,
Alaska,203,0,5049.751244,0
Alaska,440,3,6517.552955,0.681818182
Alaska,254,0,9410.892923,0
Alaska,112,0,5340.963281,0
Alaska,233,2,4739.625712,0.858369099
Alaska,8082,44,8344.949354,0.544419698
Alaska,31,0,1225.296443,0
Alaska,1498,5,4685.056608,0.333778371
Alaska,4611,22,7854.125502,0.477119931
Alaska,672,2,4834.184591,0.297619048
