state2,confirmed,deaths,incidenceRate,fatalityRate
Arizona,5627,83,14488.76072,1.4750311
Arizona,574,10,6043.377553,1.742160279
Arizona,2481,80,11753.83741,3.224506247
Arizona,551298,10080,12290.90559,1.82841222
Arizona,23099,738,10886.46014,3.194943504
Arizona,16452,542,14831.77671,3.294432288
Arizona,0,0,,
Arizona,116980,2409,11169.89837,2.059326381
Arizona,52963,896,11444.30831,1.691747069
Arizona,8041,180,17293.21691,2.238527546
Arizona,0,0,,
Arizona,19310,509,8213.561096,2.635939927
Arizona,37247,841,17422.48125,2.257899965
Arkansas,2129,37,12175.45465,1.73790512
Arkansas,2041,35,10383.06964,1.714845664
Arkansas,3205,104,7643.327292,3.244929797
Arkansas,29415,419,10537.68526,1.424443311
Arkansas,3876,80,10354.77666,2.063983488
Arkansas,1420,32,13193.34758,2.253521127
Arkansas,412,3,7939.872808,0.72815534
Arkansas,2817,46,9926.004228,1.632942847
Arkansas,1620,41,16011.06938,2.530864198
Arkansas,2124,41,9516.129032,1.930320151
Arkansas,1792,52,12315.30479,2.901785714
Arkansas,2013,74,8078.173281,3.676105315
Arkansas,963,25,12104.0724,2.596053998
Arkansas,2361,56,10065.22573,2.371876324
Arkansas,2248,33,10783.84342,1.46797153
Arkansas,13616,182,12340.93463,1.33666275
Arkansas,7133,119,11276.22239,1.668302257
Arkansas,6149,97,12822.4377,1.577492275
Arkansas,1963,50,11955.66112,2.547121752
Arkansas,762,15,10871.73634,1.968503937
Arkansas,1367,24,12032.39151,1.755669349
Arkansas,2016,45,11065.37132,2.232142857
Arkansas,12822,163,10175.62516,1.271252535
Arkansas,1704,40,9618.966977,2.34741784
Arkansas,1149,47,9208.944458,4.09051349
Arkansas,10335,261,10398.84893,2.525399129
Arkansas,1697,33,9290.993704,1.944608132
Arkansas,6176,77,13626.0342,1.246761658
Arkansas,2013,20,9348.876091,0.993541977
Arkansas,5198,74,15391.9043,1.423624471
Arkansas,1666,25,12619.30011,1.50060024
Arkansas,3798,124,10040.97819,3.264876251
Arkansas,1686,42,12370.68017,2.491103203
Arkansas,3229,38,19313.35606,1.176834933
Arkansas,8974,168,13429.30684,1.872074883
Arkansas,2936,38,11046.73038,1.294277929
Arkansas,554,9,8363.52657,1.624548736
Arkansas,2131,43,12989.15031,2.017832004
Arkansas,1699,36,19182.56746,2.118893467
Arkansas,3208,48,24631.44963,1.496259352
Arkansas,1255,42,10237.37662,3.346613546
Arkansas,2250,25,10481.69198,1.111111111
Arkansas,7483,121,10207.47794,1.61699853
Arkansas,1463,23,8826.013514,1.572112098
Arkansas,1067,30,6391.517911,2.811621368
Arkansas,4407,38,10187.94646,0.862264579
Arkansas,5896,109,14503.94824,1.848710991
Arkansas,871,17,12998.05999,1.951779564
Arkansas,759,33,8446.47229,4.347826087
Arkansas,830,24,10058.16772,2.891566265
Arkansas,733,26,9454.404747,3.547066849
Arkansas,2345,63,10029.0822,2.686567164
Arkansas,846,10,8091.822095,1.182033097
Arkansas,1856,43,10437.52109,2.316810345
Arkansas,1016,22,9479.380481,2.165354331
Arkansas,3185,77,13537.06222,2.417582418
Arkansas,2010,74,10068.12262,3.68159204
Arkansas,8090,110,12626.42028,1.359703337
Arkansas,910,21,11287.52171,2.307692308
Arkansas,39868,662,10172.71779,1.660479583
Arkansas,2180,47,12139.43646,2.155963303
Arkansas,12170,172,9939.805778,1.413311422
Arkansas,943,14,9172.259508,1.484623542
Arkansas,718,18,9110.51897,2.506963788
Arkansas,15332,283,11994.33609,1.845812679
Arkansas,2804,24,16487.32875,0.855920114
Arkansas,1616,47,9264.992547,2.908415842
Arkansas,3611,44,14447.46739,1.218499031
Arkansas,993,30,7940.188709,3.021148036
Arkansas,2906,0,,0
Arkansas,4056,115,10485.49713,2.83530572
Arkansas,1347,23,8141.432457,1.707498144
Arkansas,31217,352,13051.29459,1.127590736
Arkansas,8142,120,10338.65377,1.473839352
Arkansas,651,14,10300.63291,2.150537634
Arkansas,3449,66,16161.3795,1.913598144
California,88970,1254,5323.308577,1.902888614
California,89,0,7883.082374,0
California,3687,47,9275.005031,1.274749119
California,12427,193,5669.613935,1.553069928
California,2186,56,4762.008496,2.561756633
California,2265,18,10511.90421,0.794701987
California,69745,813,6046.244298,1.165674959
California,1434,8,5156.047749,0.557880056
California,10303,113,5342.688093,1.096767932
California,102534,1706,10262.6261,1.663838337
California,2422,27,8530.271546,1.114781173
California,4325,43,3190.516237,0.994219653
California,28722,736,15849.68132,2.562495648
California,1432,38,7938.355785,2.653631285
California,110188,1394,12240.36383,1.265110538
California,23076,247,15088.26991,1.070376148
California,3523,45,5471.686391,1.277320466
California,5748,24,18800.90276,0.417536534
California,1244275,24367,12394.27969,1.958329147
California,16549,245,10518.85563,1.480451991
California,14152,229,5467.76599,1.618145845
California,461,7,2679.765157,1.518438178
California,4228,49,4873.831399,1.158940397
California,32178,471,11588.15903,1.463732985
California,515,4,5825.132904,0.776699029
California,1294,4,8958.737192,0.309119011
California,43753,386,10079.91964,0.882225219
California,9949,82,7222.819143,0.824203438
California,4832,75,4843.867475,1.552152318
California,272210,5068,8571.675087,1.861797877
California,23075,297,5792.950049,1.287107259
California,723,6,3844.313288,0.829875519
California,300851,4612,12177.51056,1.532984767
California,106570,1715,6866.367107,1.609270902
California,6088,63,9693.032735,1.034822602
California,298545,4758,13694.19082,1.593729589
California,280346,3760,8397.79171,1.341199803
California,37031,550,4200.674041,1.485242094
California,73968,1423,9705.201614,1.923804889
California,21347,261,7540.152096,1.222654237
California,42383,576,5528.892878,1.359035462
California,34507,456,7728.348776,1.321471006
California,119528,2058,6200.061001,1.792048725
California,16182,207,5922.851402,1.27919911
California,12445,230,6910.817414,1.84813178
California,113,0,3760.399334,0
California,2363,33,5427.318037,1.396529835
California,33430,256,7468.004638,0.76577924
California,30393,322,6148.247346,1.05945448
California,62878,1066,11418.66124,1.695346544
California,9554,111,9852.430108,1.16181704
California,5692,63,8745.621044,1.106816585
California,411,5,3345.543346,1.216545012
California,49925,846,10709.03806,1.694541813
California,4171,69,7656.301626,1.654279549
California,34,0,,0
California,81396,1021,9621.20836,1.254361394
California,14067,210,6379.591837,1.49285562
California,6401,48,8136.726496,0.749882831
Colorado,59820,700,11561.18519,1.170177198
Colorado,1691,33,10417.05168,1.951507983
Colorado,61562,747,9376.01852,1.21341087
Colorado,990,2,7056.810892,0.202020202
Colorado,317,4,8852.275901,1.261829653
Colorado,1542,21,27649.2738,1.361867704
Colorado,23692,232,7263.11788,0.979233497
Colorado,4889,76,6938.196268,1.554510125
Colorado,1732,25,8508.547848,1.443418014
Colorado,130,6,7099.945385,4.615384615
Colorado,465,3,4793.814433,0.64516129
Colorado,678,15,8263.254113,2.212389381
Colorado,246,3,6328.788269,1.219512195
Colorado,2206,16,36396.63422,0.725294651
Colorado,207,1,4084.45146,0.483091787
Colorado,2783,63,8930.748989,2.263744161
Colorado,73201,826,10065.99185,1.128399885
Colorado,112,1,5450.121655,0.892857143
Colorado,29595,241,8427.926209,0.814326744
Colorado,6322,23,11468.06465,0.363808921
Colorado,70650,839,9807.010798,1.187544232
Colorado,1816,13,6794.118747,0.715859031
Colorado,6452,62,13486.90399,0.960942343
Colorado,5964,42,9929.904597,0.704225352
Colorado,270,3,4324.843825,1.111111111
Colorado,1485,6,9438.1594,0.404040404
Colorado,1351,6,7736.799908,0.44411547
Colorado,20,0,2439.02439,0
Colorado,428,17,6205.596636,3.971962617
Colorado,64,0,4597.701149,0
Colorado,48028,790,8239.760774,1.644873824
Colorado,95,3,6756.756757,3.157894737
Colorado,629,11,8862.899817,1.748807631
Colorado,4035,41,7177.033493,1.016109046
Colorado,811,0,9979.082072,0
Colorado,27034,242,7574.692,0.895169046
Colorado,1148,13,7913.966634,1.132404181
Colorado,1031,4,18084.54657,0.387972842
Colorado,4018,68,17930.29586,1.692384271
Colorado,15891,230,10304.7792,1.447360141
Colorado,93,1,12093.62809,1.075268817
Colorado,846,22,6369.043138,2.600472813
Colorado,1998,25,7630.905549,1.251251251
Colorado,3596,60,8410.122082,1.668520578
Colorado,2710,94,9322.966836,3.468634686
Colorado,2057,67,11253.96652,3.257170637
Colorado,288,3,5815.831987,1.041666667
Colorado,0,0,,
Colorado,814,5,4319.448129,0.614250614
Colorado,393,13,9214.536928,3.307888041
Colorado,2600,4,14633.87178,0.153846154
Colorado,1265,22,10392.70457,1.739130435
Colorado,19118,400,11351.11386,2.092269066
Colorado,586,4,9266.28716,0.682593857
Colorado,862,16,7650.661223,1.856148492
Colorado,2252,21,8783.836493,0.93250444
Colorado,402,4,5890.973036,0.995024876
Colorado,49,0,6730.769231,0
Colorado,896,0,10954.88446,0
Colorado,235,2,10453.73665,0.85106383
Colorado,3737,9,12050.5627,0.240834894
Colorado,1831,16,7212.068694,0.873839432
Colorado,72,0,,0
Colorado,466,13,9494.702526,2.789699571
Colorado,32645,344,10060.34047,1.053760147
Colorado,946,17,9442.060086,1.797040169
Connecticut,100082,2199,10609.41429,2.197198297
Connecticut,84090,2427,9430.090163,2.886193364
Connecticut,14601,297,8096.687794,2.034107253
Connecticut,12789,371,7873.254697,2.900930487
Connecticut,91959,2122,10758.49627,2.307550104
Connecticut,22488,448,8479.446166,1.992173604
Connecticut,9598,187,6368.057537,1.948322567
Connecticut,1183,1,,0.084530854
Connecticut,10888,195,9323.354627,1.790962528
Delaware,18120,344,10022.9,1.898454746
Delaware,64578,827,11557.52184,1.280621884
Delaware,25987,495,11094.88739,1.904798553
Delaware,226,0,,0
Florida,25499,285,9477.667139,1.11769089
Florida,3541,62,12122.56077,1.75091782
Florida,20584,394,11782.14705,1.914108045
Florida,3051,58,10818.76529,1.90101606
Florida,42999,913,7143.379262,2.123305193
Florida,245095,3079,12551.09388,1.256247577
Florida,1707,45,12102.09146,2.636203866
Florida,13425,437,7106.558679,3.255121043
Florida,11411,463,7624.768638,4.057488388
Florida,19275,352,8791.2539,1.826199741
Florida,37142,551,9649.729022,1.483495773
Florida,8270,170,11536.42273,2.055622733
Florida,4437,97,11676.00853,2.186161821
Florida,1626,24,9663.615833,1.47601476
Florida,100884,1483,10533.38275,1.470005154
Florida,36639,704,11510.26024,1.921449821
Florida,7504,113,6520.624604,1.505863539
Florida,1360,20,11216.49485,1.470588235
Florida,5771,99,12639.0714,1.715473921
Florida,1638,44,8814.982241,2.686202686
Florida,983,19,7117.515024,1.932858596
Florida,1979,45,14509.86143,2.273875695
Florida,1648,25,11422.23454,1.516990291
Florida,3277,45,12165.42302,1.373207202
Florida,4872,86,11593.92699,1.765188834
Florida,14613,480,7535.581683,3.284746459
Florida,8780,366,8265.785485,4.16856492
Florida,143397,1830,9741.855801,1.276177326
Florida,2285,49,11648.06036,2.144420131
Florida,12851,305,8035.742201,2.373356159
Florida,6314,158,13603.65407,2.502375673
Florida,1522,28,10683.70069,1.839684625
Florida,1625,26,19294.70435,1.6
Florida,31099,662,8471.118278,2.12868581
Florida,73727,1009,9567.765454,1.368562399
Florida,32838,331,11185.29065,1.007978561
Florida,3576,56,8616.244609,1.565995526
Florida,1084,16,12975.81997,1.47601476
Florida,2097,45,11339.42573,2.145922747
Florida,39938,688,9903.956077,1.722670139
Florida,31957,992,8741.475851,3.10417123
Florida,12725,331,7903.726708,2.601178782
Florida,501639,6457,18463.3816,1.287180622
Florida,7092,51,9554.346069,0.719120135
Florida,8654,126,9764.739069,1.455974116
Florida,20896,367,9915.629834,1.756316998
Florida,4184,89,9922.215898,2.127151052
Florida,143051,1310,10265.94386,0.915757317
Florida,46266,529,12312.94128,1.143388233
Florida,148713,2881,9935.594647,1.937288603
Florida,42914,800,7746.950521,1.864193503
Florida,81481,1671,8357.059926,2.050784846
Florida,71198,1386,9823.435346,1.946683896
Florida,6727,159,9026.985682,2.363609336
Florida,18562,291,10070.91198,1.567718996
Florida,33718,843,7773.745683,2.500148289
Florida,35380,516,7498.526999,1.458451102
Florida,23301,221,8803.726877,0.948457148
Florida,27497,657,8375.647661,2.389351566
Florida,9504,283,7177.16357,2.977693603
Florida,5394,139,12143.99892,2.576937338
Florida,2753,48,12763.68863,1.743552488
Florida,3027,0,,0
Florida,1847,74,12121.80876,4.006497022
Florida,44941,844,8122.591653,1.878017846
Florida,3529,56,10459.70539,1.586851799
Florida,7924,89,10697.84396,1.123170116
Florida,2752,52,10803.59596,1.889534884
Georgia,2320,72,12618.29653,3.103448276
Georgia,1033,22,12651.56154,2.129719264
Georgia,1650,39,14779.64887,2.363636364
Georgia,230,9,7570.770244,3.913043478
Georgia,4562,132,10162.61974,2.893467777
Georgia,1838,40,9555.994593,2.176278564
Georgia,10136,140,12176.83806,1.38121547
Georgia,14809,233,13745.38232,1.573367547
Georgia,2107,81,12616.76647,3.844328429
Georgia,1872,46,9650.976955,2.457264957
Georgia,15982,457,10434.90751,2.8594669
Georgia,1465,51,11380.40861,3.481228669
Georgia,1649,40,8629.441624,2.425712553
Georgia,1410,48,9122.080611,3.404255319
Georgia,3695,41,9324.450501,1.109607578
Georgia,6832,120,8582.052055,1.756440281
Georgia,2606,64,11642.7646,2.455871067
Georgia,3172,88,12720.56465,2.774274905
Georgia,589,15,9516.884796,2.546689304
Georgia,4010,37,7335.45531,0.922693267
Georgia,968,67,8960.473942,6.921487603
Georgia,11483,243,9569.804654,2.116171732
Georgia,6516,71,9641.905889,1.089625537
Georgia,1550,34,11574.07407,2.193548387
Georgia,23494,460,8117.33407,1.95794671
Georgia,4275,16,39195.01238,0.374269006
Georgia,2863,74,11549.47759,2.584701362
Georgia,31378,329,12125.68545,1.048505322
Georgia,15143,147,11799.9548,0.970745559
Georgia,237,3,8362.738179,1.265822785
Georgia,27174,502,9298.012701,1.847354088
Georgia,986,27,14898.76095,2.738336714
Georgia,79568,1082,10467.53168,1.359843153
Georgia,5313,173,12277.86379,3.256164126
Georgia,4741,124,10396.92982,2.615481966
Georgia,17034,209,10869.48199,1.226957849
Georgia,1836,43,10631.15229,2.34204793
Georgia,14272,223,9610.191975,1.5625
Georgia,655,20,5280.55466,3.053435115
Georgia,2097,84,9373.323798,4.005722461
Georgia,1458,14,9046.909903,0.960219479
Georgia,3092,47,11843.11322,1.520051746
Georgia,66742,1045,8789.97283,1.565730724
Georgia,2961,70,11214.20997,2.364066194
Georgia,2111,104,10245.08614,4.926575083
Georgia,1086,46,8110.530246,4.23572744
Georgia,7651,305,8698.667516,3.986407006
Georgia,15478,227,10576.52228,1.466597752
Georgia,1184,48,11619.23454,4.054054054
Georgia,474,9,11832.25162,1.898734177
Georgia,4655,69,7239.952719,1.482277121
Georgia,2292,74,11941.23163,3.228621291
Georgia,2579,82,11388.32465,3.179526948
Georgia,977,29,9170.264689,2.968270215
Georgia,2402,74,9172.139911,3.080766028
Georgia,9069,175,7925.992606,1.929650458
Georgia,12041,235,12224.6137,1.951665144
Georgia,22718,200,9301.049736,0.880359187
Georgia,2681,52,11482.29046,1.939574786
Georgia,98464,1423,9254.683313,1.445198245
Georgia,3003,87,9573.145462,2.897102897
Georgia,267,19,8986.873107,7.116104869
Georgia,8271,178,9697.275243,2.152097691
Georgia,8208,117,14160.75772,1.425438596
Georgia,2234,62,9069.1349,2.775290958
Georgia,1831,62,9992.359747,3.386127799
Georgia,102631,1181,10961.92256,1.15072444
Georgia,5080,160,11207.20085,3.149606299
Georgia,27519,483,13460.60722,1.755150987
Georgia,921,68,10890.38666,7.383279045
Georgia,2649,86,8891.648765,3.246508116
Georgia,2622,61,7441.253264,2.326468345
Georgia,2381,56,9086.05228,2.351952961
Georgia,882,22,7397.46708,2.494331066
Georgia,25690,329,10952.37486,1.280653951
Georgia,14778,266,9361.281618,1.799972933
Georgia,931,30,9887.425658,3.222341568
Georgia,9943,146,13624.8407,1.468369707
Georgia,1407,38,9895.210634,2.700781805
Georgia,1899,43,12563.67847,2.264349658
Georgia,1958,69,12745.73623,3.524004086
Georgia,857,44,9877.823882,5.134189032
Georgia,1121,50,11625.01296,4.460303301
Georgia,2040,57,7099.356186,2.794117647
Georgia,2054,57,10766.89207,2.775073028
Georgia,793,13,7608.17423,1.639344262
Georgia,5614,169,11807.51272,3.010331315
Georgia,2754,58,9182.448653,2.106027596
Georgia,4142,65,6742.085131,1.569290198
Georgia,827,28,10440.60093,3.38573156
Georgia,875,13,4473.643847,1.485714286
Georgia,12869,213,10961.10931,1.65514026
Georgia,2999,76,8922.939601,2.534178059
Georgia,885,34,6835.560361,3.84180791
Georgia,3260,56,10910.3079,1.717791411
Georgia,567,21,6783.108027,3.703703704
Georgia,2521,50,11829.01652,1.983339944
Georgia,863,16,6002.225622,1.853997683
Georgia,2042,88,9647.092172,4.30950049
Georgia,853,13,14917.80343,1.524032825
Georgia,2096,82,9586.973425,3.91221374
Georgia,2686,99,9739.647545,3.685778109
Georgia,897,21,9779.764501,2.341137124
Georgia,2140,31,11101.88836,1.448598131
Georgia,5015,89,12507.48204,1.774675972
Georgia,16701,479,8530.972728,2.868091731
Georgia,11281,255,10095.39662,2.260437904
Georgia,4030,73,10004.96524,1.811414392
Georgia,1498,30,9817.157088,2.002670227
Georgia,29725,659,,2.216989066
Georgia,17143,225,10163.81391,1.312489063
Georgia,2681,60,9732.810571,2.237970906
Georgia,3479,78,10674.72615,2.24202357
Georgia,2494,55,12812.74082,2.205292702
Georgia,2319,41,12229.7226,1.76800345
Georgia,5674,97,13315.18551,1.709552344
Georgia,930,45,8350.543234,4.838709677
Georgia,2206,56,9973.3261,2.538531278
Georgia,168,2,7307.525011,1.19047619
Georgia,1768,49,10316.85826,2.771493213
Georgia,631,34,9309.530835,5.388272583
Georgia,24971,516,12330.262,2.066397021
Georgia,7803,173,8584.536173,2.217095989
Georgia,350,4,6657.789614,1.142857143
Georgia,997,31,7138.765574,3.109327984
Georgia,952,19,11767.61434,1.995798319
Georgia,6420,195,9624.754509,3.037383178
Georgia,3127,80,12061.71649,2.558362648
Georgia,930,25,14046.21658,2.688172043
Georgia,2589,104,8769.136973,4.016994979
Georgia,493,18,7958.03067,3.651115619
Georgia,124,3,8067.664281,2.419354839
Georgia,2325,65,9194.811358,2.795698925
Georgia,801,25,9987.531172,3.121098627
Georgia,1312,58,8272.383354,4.420731707
Georgia,817,48,9576.837416,5.875152999
Georgia,4506,124,10137.00479,2.751886374
Georgia,4939,127,12151.85513,2.571370723
Georgia,3429,116,12780.46962,3.38291047
Georgia,1245,56,10343.10875,4.497991968
Georgia,855,29,12389.50877,3.391812865
Georgia,7580,232,10840.65101,3.060686016
Georgia,1033,39,12936.75642,3.775411423
Georgia,728,44,8965.517241,6.043956044
Georgia,3146,5,,0.158931977
Georgia,2250,73,9179.552038,3.244444444
Georgia,3492,131,13267.4772,3.751431844
Georgia,7652,87,10968.87946,1.136957658
Georgia,10683,261,11293.64752,2.443133951
Georgia,4938,177,13818.77204,3.584447145
Georgia,544,20,10354.01599,3.676470588
Georgia,2057,88,10096.20104,4.278074866
Georgia,3621,90,12099.44198,2.485501243
Georgia,146,4,5600.306866,2.739726027
Georgia,632,24,8045.830681,3.797468354
Georgia,3200,80,10390.28508,2.5
Georgia,16962,245,16211.72153,1.444405141
Georgia,828,48,9588.882455,5.797101449
Georgia,1093,30,11179.29835,2.74473925
Georgia,935,27,10442.26044,2.887700535
Georgia,1798,68,8880.32795,3.781979978
Hawaii,2968,53,1472.857831,1.785714286
Hawaii,27170,388,2787.916225,1.428045639
Hawaii,323,2,446.7929122,0.619195046
Hawaii,4650,54,2777.495714,1.161290323
Hawaii,1246,3,,0.240770465
Hawaii,0,0,,
Idaho,52937,472,10992.19871,0.891625895
Idaho,341,4,7941.313461,1.173020528
Idaho,8843,110,10070.83637,1.243921746
Idaho,391,2,6383.673469,0.511508951
Idaho,701,9,7539.255754,1.283880171
Idaho,4853,76,10367.22138,1.566041624
Idaho,2388,18,10373.13757,0.753768844
Idaho,365,2,4660.96284,0.547945205
Idaho,3315,42,7247.644242,1.266968326
Idaho,14991,172,12590.91902,1.14735508
Idaho,873,11,7129.440588,1.26002291
Idaho,212,1,8163.265306,0.471698113
Idaho,72,0,6509.94575,0
Idaho,27219,300,11842.12244,1.102171277
Idaho,702,12,9811.320755,1.709401709
Idaho,2952,27,12284.64419,0.914634146
Idaho,59,0,6982.248521,0
Idaho,1073,14,12254.45409,1.304753029
Idaho,257,3,5955.967555,1.167315175
Idaho,2077,17,7549.70739,0.818488204
Idaho,1199,16,8640.81868,1.334445371
Idaho,1137,14,8680.051912,1.231310466
Idaho,1815,39,10020.98057,2.148760331
Idaho,1318,24,8683.048949,1.820940819
Idaho,1280,18,7679.846403,1.40625
Idaho,3018,32,10103.44481,1.060304838
Idaho,2632,23,10781.58283,0.873860182
Idaho,18633,210,11245.22472,1.127032684
Idaho,3199,11,7975.964895,0.343857455
Idaho,532,9,6627.631743,1.691729323
Idaho,415,10,10812.9234,2.409638554
Idaho,511,11,9522.922102,2.152641879
Idaho,7292,28,18272.48352,0.383982447
Idaho,2343,33,11136.46086,1.408450704
Idaho,3687,54,9124.430806,1.46460537
Idaho,364,4,8033.546678,1.098901099
Idaho,1082,30,9151.653557,2.772643253
Idaho,2592,37,10822.09511,1.427469136
Idaho,657,9,8553.573753,1.369863014
Idaho,1158,34,8989.287378,2.936096718
Idaho,1228,4,10113.65508,0.325732899
Idaho,9686,128,11148.96752,1.321494941
Idaho,0,0,,
Idaho,849,6,7452.598315,0.706713781
Idaho,1230,21,12065.92113,1.707317073
Illinois,8616,124,13167.26523,1.439182916
Illinois,470,11,8158.30585,2.340425532
Illinois,2083,24,12681.11531,1.152184349
Illinois,6796,75,12692.36516,1.103590347
Illinois,724,6,11006.38492,0.828729282
Illinois,3768,83,11548.36337,2.202760085
Illinois,519,2,10951.67757,0.385356455
Illinois,1774,37,12401.2583,2.085682074
Illinois,2019,27,16621.388,1.337295691
Illinois,20997,148,10013.4008,0.704862599
Illinois,3830,73,11856.11689,1.906005222
Illinois,1826,33,11825.65896,1.807228916
Illinois,1491,43,11309.16262,2.88397049
Illinois,5777,91,15379.90522,1.575212048
Illinois,5739,99,11337.19207,1.725039205
Illinois,554124,10330,10759.20254,1.86420368
Illinois,2138,26,11453.3669,1.216089804
Illinois,1298,19,12056.47409,1.463790447
Illinois,1567,28,10020.46297,1.786853861
Illinois,10056,120,9586.546803,1.193317422
Illinois,2601,34,13362.44541,1.307189542
Illinois,91907,1305,9958.273785,1.419913608
Illinois,1749,40,10191.71377,2.287021155
Illinois,575,12,8991.399531,2.086956522
Illinois,4751,72,13970.2423,1.515470427
Illinois,3208,55,15035.62055,1.71446384
Illinois,1848,48,14258.15909,2.597402597
Illinois,4522,76,11754.91955,1.680672269
Illinois,4037,59,11755.96971,1.461481298
Illinois,462,4,9569.179785,0.865800866
Illinois,1452,33,11195.92875,2.272727273
Illinois,5968,76,11689.58358,1.273458445
Illinois,839,15,10337.60473,1.78784267
Illinois,1789,31,10102.77841,1.732811627
Illinois,389,12,10180.581,3.084832905
Illinois,529,14,7959.674992,2.646502836
Illinois,5059,69,10342.85364,1.36390591
Illinois,3094,67,11411.07915,2.165481577
Illinois,5076,64,8944.493392,1.260835303
Illinois,1156,18,12029.13632,1.557093426
Illinois,4411,121,11705.23299,2.743142145
Illinois,2708,50,12437.4225,1.846381093
Illinois,1826,24,8599.011067,1.314348302
Illinois,1467,16,11814.44793,1.090661213
Illinois,59215,795,11122.21381,1.342565228
