state,confirmed,deaths,incidenceRate,fatalityRate
Alabama,7215,113,12914.13843,1.566181566
Alabama,21774,313,9753.890536,1.437494259
Alabama,2345,59,9499.311351,2.515991471
Alabama,2673,64,11936.23292,2.394313505
Alabama,6925,139,11975.58192,2.007220217
Alabama,1242,42,12295.8123,3.381642512
Alabama,2233,71,11481.90045,3.179579042
Alabama,14692,325,12932.52938,2.212088211
Alabama,3715,123,11171.58838,3.31090175
Alabama,1872,45,7146.12918,2.403846154
Alabama,4461,116,10040.96516,2.600313831
Alabama,617,25,4901.104139,4.051863857
Alabama,3528,61,14935.22987,1.729024943
Alabama,1595,59,12051.37892,3.699059561
Alabama,1525,43,10228.03488,2.819672131
Alabama,5616,126,10729.43334,2.243589744
Alabama,6394,139,11574.73616,2.173913043
Alabama,1129,30,9356.095135,2.657218778
Alabama,1111,29,10419.2066,2.610261026
Alabama,4263,122,11506.38344,2.861834389
Alabama,1550,57,11254.71972,3.677419355
Alabama,9921,200,11843.4247,2.015925814
Alabama,4928,114,10021.96372,2.313311688
Alabama,3604,156,9689.213894,4.328523862
Alabama,8955,189,12522.19876,2.110552764
Alabama,10295,212,12677.16632,2.059252064
Alabama,4002,80,10924.5762,1.9990005
Alabama,14132,361,13818.59428,2.554486272
Alabama,2171,62,13317.38437,2.855826808
Alabama,4306,83,13729.99171,1.927542963
Alabama,2569,81,9778.843592,3.152977812
Alabama,934,34,11515.22624,3.640256959
Alabama,2265,78,15459.69558,3.443708609
Alabama,1938,43,11264.16739,2.21878225
Alabama,10748,287,10150.92273,2.670264235
Alabama,6900,113,13365.35854,1.637681159
Alabama,80802,1563,12269.25489,1.93435806
Alabama,1458,37,10561.3908,2.537722908
Alabama,9582,248,10333.33693,2.588186182
Alabama,3121,100,9479.407119,3.20410125
Alabama,16234,175,9866.173986,1.077984477
Alabama,10180,157,10291.66456,1.542239686
Alabama,1419,53,14589.75941,3.735024665
Alabama,1630,51,9021.47443,3.128834356
Alabama,35600,522,9546.56498,1.466292135
Alabama,2505,65,13279.96607,2.594810379
Alabama,3231,106,10875.49228,3.280718044
Alabama,12443,230,12857.79238,1.848428835
Alabama,41925,826,10146.17265,1.970184854
Alabama,1791,41,8638.402547,2.289223897
Alabama,25067,610,11067.79227,2.433478278
Alabama,14614,285,12210.99775,1.950184754
Alabama,0,0,,
Alabama,1087,26,12182.00157,2.391904324
Alabama,2365,62,11866.53287,2.621564482
Alabama,3139,78,9479.374283,2.484867792
Alabama,1868,44,8221.107297,2.355460385
Alabama,4544,41,7839.754318,0.902288732
Alabama,25554,254,11738.06396,0.993973546
Alabama,10146,250,11334.7931,2.464025232
Alabama,1057,32,8505.673131,3.02743614
Alabama,8441,184,10554.15239,2.179836512
Alabama,4117,154,10198.92486,3.740587807
Alabama,26136,458,12484.05818,1.752372207
Alabama,0,0,,
Alabama,7318,279,11520.59949,3.812517081
Alabama,1703,39,10431.21401,2.290076336
Alabama,1270,30,12243.32401,2.362204724
Alabama,2833,72,11989.50442,2.541475468
Alaska,369,3,11057.83638,0.81300813
Alaska,712,1,12637.55769,0.140449438
Alaska,30916,179,10734.72222,0.578988226
Alaska,3910,22,21266.18079,0.562659847
Alaska,0,0,0,
Alaska,202,0,5024.875622,0
Alaska,437,3,6473.115094,0.686498856
Alaska,248,0,9188.588366,0
Alaska,112,0,5340.963281,0
Alaska,232,2,4719.283971,0.862068966
Alaska,8060,44,8322.23358,0.545905707
Alaska,31,0,1225.296443,0
Alaska,1484,5,4641.271033,0.336927224
Alaska,4599,22,7833.685358,0.478364862
Alaska,670,2,4819.797137,0.298507463
Alaska,1127,6,8670.564702,0.532386868
Alaska,1320,4,15876.83426,0.303030303
Alaska,11806,59,10899.48946,0.499745892
Alaska,387,0,3868.452619,0
Alaska,1088,4,11065.90724,0.367647059
Alaska,623,2,8174.780213,0.321027287
Alaska,174,1,5327.617881,0.574712644
Alaska,175,1,2821.215541,0.571428571
Alaska,373,2,4391.852114,0.536193029
Alaska,21,0,1775.147929,0
Alaska,764,5,11083.70811,0.654450262
Alaska,292,0,,0
Alaska,0,0,0,
Alaska,63,0,2517.985612,0
Alaska,89,2,15371.32988,2.247191011
Alaska,368,4,7036.328872,1.086956522
Arizona,11449,433,15926.38446,3.781989693
Arizona,12116,292,9621.829386,2.410036316
Arizona,17909,330,12482.22699,1.842648947
Arizona,7014,229,12984.5607,3.264898774
Arizona,5598,84,14414.08966,1.500535906
Arizona,576,10,6064.434618,1.736111111
Arizona,2480,80,11749.09987,3.225806452
Arizona,554636,10157,12365.32458,1.830209363
Arizona,23308,744,10984.96095,3.192037069
Arizona,16495,544,14870.54199,3.297969082
